task_id,true_label,difficulty,is_gold
124,1,0.3292217843945704,False
125,1,0.20227491792447702,False
126,0,0.7354013949979206,False
127,1,0.4026615029632686,False
128,1,0.4539307136327012,False
129,1,0.4051437627781962,False
130,1,0.08132591765616644,False
131,1,0.3763773733725502,False
132,0,0.18997697939753433,False
133,1,0.13975092866529676,True
134,1,0.267662567541786,False
135,0,0.24529500404115914,False
136,1,0.6160752426083786,False
137,0,0.1940227560154299,False
138,0,0.16230623857571227,False
139,0,0.19192702361069963,False
140,1,0.4490111999182812,False
141,0,0.07486119230550775,False
142,0,0.4032848520028975,False
143,0,0.30538099865340257,True
144,1,0.40556166475720934,False
145,1,0.26483113155895555,False
146,0,0.39738694809416814,False
147,0,0.41607793667792425,False
148,1,0.16236087927707007,False
149,0,0.07530922653662744,False
150,1,0.40378983958389975,False
151,0,0.38252924032413504,True
152,1,0.3087315985518217,False
153,0,0.04463412421489743,False
154,0,0.33872524798674347,False
155,1,0.13490505779871143,False
156,0,0.42305201959542427,False
157,1,0.618463704142107,False
158,1,0.44599111496140736,False
159,1,0.22731578205566397,False
160,1,0.23039478801252578,False
161,1,0.07604782527042536,False
162,0,0.18334716891870095,False
163,0,0.2852104977017609,False
164,0,0.5295959343005476,False
165,1,0.18137786437994252,False
166,0,0.4351450571873528,False
167,0,0.39127289256670694,False
168,0,0.0806454537638025,False
169,0,0.2835106699937568,False
170,0,0.3707360991713588,False
171,0,0.2549989436657883,False
172,1,0.6127101255869059,False
173,1,0.41898797420053285,False
174,1,0.31493090581002836,False
175,0,0.3058546372812606,False
176,1,0.5021990128576236,False
177,0,0.0961982107209769,False
178,1,0.2123421166006864,False
179,1,0.29259595956696605,False
180,1,0.28998679331929983,False
181,0,0.15920478287661116,False
182,0,0.3456242317666114,False
183,1,0.010416422927863345,False
184,0,0.3190885930488483,False
185,0,0.02573075636180385,False
186,0,0.3367161756901021,False
187,0,0.1718149227134357,False
188,0,0.5336808850587027,False
189,0,0.1842565736950334,False
190,1,0.4259059824210775,False
191,1,0.42444646584603,True
192,1,0.17355142621320543,False
193,0,0.1314284602829853,False
194,1,0.23449613073705433,False
195,0,0.2178861664450674,False
196,0,0.18567235467911858,False
197,0,0.3561516774789333,False
198,0,0.12804235597586908,False
199,1,0.17949258972419518,False
200,0,0.21183719216963057,False
201,1,0.4827529779094158,False
202,0,0.18525741979819865,False
203,1,0.3863054206547382,False
204,0,0.6532622726054159,False
205,0,0.41887878999868816,False
206,1,0.2464855888875706,False
207,1,0.2820845249990463,False
208,0,0.37537892472729356,False
209,1,0.5148994856871765,False
210,0,0.3072082556233288,False
211,1,0.43558542375902903,False
212,1,0.31635633659229867,False
213,0,0.23235592276297312,False
214,1,0.22498889296762137,False
215,0,0.31757066664879197,False
216,0,0.3125753146692386,False
217,0,0.44202805954733215,False
218,0,0.06286164852622589,False
219,1,0.3403267410571298,False
220,0,0.44748901544658,False
221,0,0.602184204209956,False
222,1,0.07904018375931926,False
223,0,0.229886525779756,True
224,1,0.35882983478493097,False
225,0,0.2420630629734408,False
226,1,0.7284654442925066,False
227,1,0.4655665325903658,False
228,1,0.28478903477069006,False
229,0,0.43789500860084063,False
230,0,0.03962182342160331,False
231,1,0.46176607599741826,False
232,0,0.4412246169516684,False
233,1,0.10284644000815171,False
234,0,0.28147759055240856,False
235,1,0.6093211651015297,False
236,1,0.30877845035263324,False
237,0,0.1650174548583944,False
238,0,0.42138235805915963,False
239,1,0.3039352467660884,False
240,0,0.1539991504242122,False
241,1,0.5679142687107716,False
242,0,0.0790425619554905,False
243,1,0.5270730437649594,False
244,1,0.2557410897487061,False
245,0,0.13461122513441637,False
246,1,0.18837780541054958,False
247,0,0.3465364961426181,False
248,1,0.4199256590925644,False
249,0,0.4313149019111292,False
250,0,0.25275761475942654,False
251,0,0.20108251625222207,False
252,0,0.29214136984617445,False
253,0,0.07109767229613,False
254,1,0.3685867814688328,False
255,0,0.12099082519358284,False
256,1,0.15316816032467087,False
257,0,0.5739882309212252,False
258,0,0.2129269703796663,False
259,1,0.24780069312140113,False
260,1,0.14145419629038228,False
261,0,0.1568966308814787,False
262,0,0.28415603927543803,False
263,1,0.23374665169401287,True
264,1,0.15748759656117775,False
265,1,0.3831832270082882,False
266,0,0.4547453584216133,False
267,0,0.10509995783057145,False
268,1,0.19333403523608758,False
269,1,0.6464391918659206,False
270,0,0.24138264860940684,False
271,0,0.07197675039691202,False
272,0,0.1550777487948658,False
273,1,0.38186148526707225,False
274,0,0.039176755008908416,True
275,0,0.5391721429161238,False
276,0,0.46466905583415913,False
277,1,0.429871289813568,False
278,0,0.16102921282616003,False
279,0,0.2743541444761143,False
280,0,0.36872442538127154,False
281,0,0.18117147468569977,False
282,1,0.572211645192924,False
283,0,0.24302814003089274,False
284,0,0.3314721413924742,False
285,1,0.24711959652865476,False
286,0,0.15191331453591184,False
287,1,0.5333753303924843,False
288,1,0.31554056127163305,False
289,0,0.13756557381468246,False
290,1,0.3212966577211021,False
291,0,0.7134221923384635,False
292,1,0.1554111870587404,False
293,0,0.3409252757971614,False
294,1,0.2668159502489741,False
295,1,0.42694911536685115,False
296,1,0.39450360864240225,False
297,0,0.2240940708554771,False
298,0,0.19428261923942525,False
299,0,0.27982972662391736,False
300,0,0.7853462862804328,False
301,1,0.05936134101494429,False
302,0,0.47661273328581516,False
303,1,0.11880605160180979,False
304,1,0.25514551630700816,False
305,0,0.17925347256013513,False
306,0,0.48194610041696595,False
307,1,0.28181112002810554,False
308,0,0.5657100722236503,False
309,0,0.3308809491464839,False
310,1,0.269291304240459,False
311,1,0.1090369769443833,False
312,0,0.5240617148275594,False
313,0,0.14429307905995137,False
314,0,0.35202005167778905,False
315,1,0.6280390956551719,False
316,1,0.5421558478184566,False
317,1,0.3659988237452141,False
318,1,0.2706045883151198,False
319,1,0.2232009411257809,False
320,0,0.01894236985726148,False
321,0,0.2788913836385008,False
322,1,0.2685207561832771,False
323,1,0.431943731716513,False
324,1,0.11822358074246957,True
325,0,0.38183797644668,False
326,0,0.2785457618839845,False
327,0,0.2291930313814119,False
328,0,0.223813470578728,False
329,1,0.2288315264580268,False
330,1,0.17649287418679083,False
331,0,0.3713084087408162,False
332,0,0.4150781950685917,False
333,1,0.10429866828272305,False
334,0,0.23017223355397423,False
335,1,0.06670898559083682,False
336,1,0.38901332642676056,False
337,0,0.3549118059300126,False
338,0,0.5343345153144067,False
339,1,0.7474381943727753,False
340,1,0.4070910826239527,False
341,0,0.41731607717056934,False
342,1,0.38871620863424505,False
343,1,0.1932821505089188,False
344,1,0.5396547124540493,False
345,0,0.500373726534079,False
346,1,0.2230991296974255,False
347,1,0.2786811649231129,False
348,0,0.33581943752616505,False
349,0,0.39177327378934174,False
350,1,0.5779452990528532,False
351,0,0.6932383784757228,False
352,0,0.09391783809551194,False
353,0,0.2536988128350337,False
354,1,0.17885448769100606,False
355,1,0.12780865950127804,False
356,0,0.03153457057280289,False
357,1,0.037633480309167244,True
358,0,0.12531702211406184,False
359,1,0.025633046313845283,False
360,1,0.14222909639288184,False
361,1,0.4404046478487442,False
362,0,0.13819524978243888,False
363,1,0.0881247379306332,False
364,0,0.3802453307196963,False
365,1,0.431790301686878,False
366,0,0.44330276356976983,False
367,0,0.39151540329735945,False
368,0,0.6593383929769089,False
369,1,0.10554240709987574,False
370,0,0.194801603694732,False
371,1,0.4170536745549864,False
372,0,0.4174422029611282,False
373,0,0.026759759280869964,False
374,1,0.5062932257695176,False
375,0,0.23912037339103276,False
376,1,0.44494079825198685,False
377,1,0.31182146239156194,False
378,0,0.4431909208371309,False
379,0,0.15019775725938156,False
380,0,0.29905485085269085,False
381,1,0.3946739349788981,False
382,1,0.16323145150466498,False
383,0,0.2808296677502142,False
384,0,0.3713643305584488,False
385,0,0.12251919603151953,False
386,0,0.17542110345246428,False
387,1,0.4105132626777473,False
388,1,0.32390738625553644,False
389,0,0.05038655334268652,False
390,1,0.25476309221973575,False
391,0,0.09560479500855211,False
392,0,0.3509244170593337,False
393,1,0.04041947413825872,False
394,1,0.25695016486236677,False
395,1,0.15623273758404346,False
396,0,0.11283926971418742,False
397,0,0.2750886898652921,False
398,0,0.2567983999987067,False
399,0,0.07840153729809811,False
400,1,0.37433652805555573,False
401,1,0.2819756102955817,False
402,0,0.19095044021535157,False
403,1,0.471179422146753,False
404,0,0.22079366294131358,False
405,1,0.4524518590056982,False
406,0,0.15083083058524147,False
407,0,0.06588630247066642,False
408,1,0.26543172729286074,False
409,0,0.2559894593565681,False
410,0,0.1534157812427064,False
411,0,0.14627563140553915,False
412,0,0.361835000098504,False
413,0,0.1768201729775143,False
414,0,0.28573474114624015,False
415,1,0.3499528938002134,False
416,1,0.2879054378265683,False
417,0,0.8104671463120968,False
418,0,0.1875888145551309,True
419,1,0.11147658369583816,False
420,1,0.29306150165835854,False
421,1,0.30775111528980215,False
422,1,0.10096488212591193,False
423,1,0.3015096926687941,False
424,0,0.296807236839561,False
425,0,0.2955478546860294,False
426,1,0.30807839685574206,False
427,1,0.0725900749687804,False
428,0,0.14940046842941654,False
429,1,0.3797259811464071,False
430,0,0.0724796982066711,False
431,1,0.6407016515794574,False
432,1,0.19322886331644934,False
433,0,0.10843276006505778,False
434,0,0.41180753905094936,False
435,0,0.43801540836802877,False
436,1,0.2223668302580205,False
437,1,0.17616822620232392,True
438,0,0.2282016838285522,False
439,0,0.14169632191432432,False
440,1,0.5975430297910329,False
441,0,0.49554826701546295,False
442,0,0.4229344576652335,False
443,0,0.41830183548507455,False
444,1,0.2383193721724035,False
445,1,0.04580049651235957,False
446,0,0.08785271756134655,False
447,1,0.3226899639101146,False
448,1,0.1013194943377103,False
449,0,0.2883240043389455,False
450,1,0.11426197104030494,False
451,1,0.282705678646333,False
452,0,0.2060279603505847,False
453,0,0.14725094323760277,False
454,1,0.2844946931808205,False
455,1,0.5333690448925831,False
456,0,0.5261148339793444,False
457,1,0.10221333116816317,False
458,1,0.22865803412657076,False
459,0,0.3002340373314104,True
460,1,0.42881994728772377,False
461,0,0.12998187641051404,False
462,1,0.5097282352951064,False
463,0,0.1334319800608716,False
464,0,0.29095263270607447,False
465,1,0.3536633278486492,False
466,0,0.15826625212608664,False
467,1,0.2781000282381391,False
468,0,0.1824909487244048,False
469,1,0.37980082028449685,False
470,1,0.1498694315313752,False
471,1,0.055054621413750816,False
472,0,0.4292426333374434,False
473,0,0.14538828511845434,False
474,1,0.16034347011566155,False
475,1,0.2904670983787263,False
476,1,0.29563363654236313,False
477,0,0.18423098794235368,False
478,1,0.2743145561653664,False
479,0,0.2104781530021754,False
480,0,0.10680711806152557,False
481,1,0.2675377646276868,False
482,0,0.19743777069662893,False
483,1,0.012145354576059558,True
484,0,0.434558202085746,False
485,0,0.3666747390778982,False
486,0,0.3707105707023075,False
487,1,0.1598899301665868,True
488,1,0.7928543406831188,False
489,1,0.5689878613817724,False
490,1,0.48934421929067307,False
491,1,0.25959373641320244,False
492,1,0.3615433248343228,False
493,1,0.4747736919844962,False
494,0,0.32559684849803006,False
495,0,0.0864014064370196,False
496,0,0.16822110923642117,False
497,0,0.4485997545572932,False
498,1,0.24821193555300514,False
499,0,0.1959491694530492,False
500,0,0.2673730056970982,False
501,1,0.05331516533130393,False
502,1,0.3588261792193613,False
503,1,0.28514408158727717,False
504,0,0.06831007128190811,False
505,0,0.1675857089581488,False
506,1,0.08800745960478155,False
507,0,0.3479916565489838,False
508,0,0.20246355515538617,False
509,0,0.1237301815343794,False
510,1,0.581395946828916,False
511,1,0.42218896222074237,False
512,1,0.2536969522953406,False
513,1,0.27243568849156813,False
514,1,0.255154043203245,False
515,0,0.2918780480829133,False
516,1,0.17269841212193834,True
517,0,0.5930215390601925,False
518,0,0.3753290622883108,False
519,1,0.21893993961217592,False
520,0,0.2774715740499132,False
521,0,0.22768563980962725,True
522,0,0.13435581892596554,False
523,1,0.48511327930512677,False
524,0,0.037388310420621684,False
525,0,0.14315517448740986,False
526,1,0.4864824817391423,False
527,0,0.4913419221399569,False
528,1,0.2439042348014981,False
529,1,0.13601767575850526,False
530,1,0.12834455199420508,False
531,0,0.25814662229954777,False
532,0,0.09516627982820208,False
533,0,0.30842344069863664,False
534,1,0.37552207382520325,False
535,0,0.24379789705901656,False
536,0,0.3074523932630419,False
537,0,0.3943921564916687,False
538,1,0.2720307882758418,True
539,0,0.25021897963009077,False
540,1,0.6431510779527608,False
541,0,0.33157970315912283,False
542,0,0.40215624915597314,False
543,0,0.3202955284292127,False
544,1,0.28925690953217076,False
545,0,0.2826346653162994,False
546,0,0.3833450071158206,False
547,1,0.08076135377426959,False
548,1,0.48802869877966115,False
549,1,0.256084566007227,False
550,1,0.060227777016006144,False
551,0,0.12112841043560126,False
552,1,0.12753639958346627,False
553,0,0.07081157871383402,False
554,1,0.27016215700040347,False
555,1,0.3287862967850544,True
556,1,0.18962146112072925,False
557,1,0.18862027941691667,False
558,1,0.10335361009493085,False
559,1,0.3438347524397487,False
560,1,0.5100831301914793,False
561,0,0.1827153135229866,False
562,0,0.18351266366795274,False
563,0,0.39655505922779033,True
564,1,0.2770771668111213,False
565,0,0.15908526645648183,False
566,0,0.27130127822489036,False
567,0,0.08317077018397578,False
568,1,0.18522386621342923,False
569,1,0.1893707978147841,False
570,1,0.3209489402315388,False
571,0,0.4592760301666039,False
572,0,0.34189015551057156,False
573,0,0.247179021520738,False
574,0,0.2921310295899771,False
575,0,0.15542901118432254,False
576,1,0.3559771715783029,False
577,1,0.5554252546261353,False
578,1,0.2557472204743202,False
579,0,0.364575406591268,False
580,0,0.14891385504464416,False
581,1,0.35773585230684496,False
582,0,0.42172364089847875,False
583,0,0.3477204159854178,False
584,0,0.4753566474089294,False
585,1,0.4171391415258014,False
586,1,0.3523902048537425,False
587,0,0.29798767625466505,False
588,1,0.295937401834981,False
589,1,0.18638305705116842,False
590,1,0.047424647896266166,False
591,1,0.40896245298927947,False
592,0,0.3923607270190532,False
593,1,0.42012931305738005,False
594,0,0.005733078329736931,True
595,1,0.127844616041713,True
596,1,0.2527553252446449,False
597,1,0.2416613506549737,False
598,1,0.38745832055644536,True
599,1,0.2120965570238047,False
600,1,0.12003481608344366,False
601,1,0.5475617438071155,False
602,1,0.4431881479356844,True
603,0,0.16650136031077942,False
604,1,0.4606326671302714,False
605,1,0.4047323301682273,False
606,0,0.05567748048955752,False
607,1,0.17535362861683473,False
608,1,0.21134711787011398,False
609,1,0.4086047981952608,False
610,1,0.26809364715306877,False
611,0,0.18548700949567662,False
612,1,0.18073781621280613,False
613,0,0.34381089671640375,False
614,1,0.1903758401888029,False
615,1,0.5450890308639817,False
616,0,0.48142270976533563,False
617,0,0.345379274456526,False
618,0,0.3962390962160618,True
619,0,0.3219993424931282,True
620,0,0.43256524539044344,False
621,0,0.22379889921232385,False
622,0,0.6737597836713772,False
623,0,0.5973881930689063,False
624,1,0.0193950899410976,False
625,0,0.13427171241368896,False
626,0,0.3229230693911672,False
627,0,0.41587382861196226,True
628,1,0.13485627273762407,False
629,0,0.4429156500963341,False
630,1,0.18164736838228268,False
631,0,0.30534933295205074,False
632,0,0.2970037239290446,False
633,0,0.15200915375909635,False
634,0,0.33001184959157853,False
635,1,0.18160439569100797,False
636,0,0.11745895599922887,False
637,0,0.039233186895554335,True
638,1,0.4090559561081836,False
639,1,0.3198706950305542,False
640,1,0.30505189786646664,False
641,1,0.12927425933665798,False
642,1,0.21071123045421367,False
643,0,0.32720653135185457,False
644,1,0.1891132104578652,False
645,0,0.5316399327434105,False
646,0,0.39424138637452366,False
647,1,0.2708659382625261,False
648,1,0.3230578781798187,False
649,1,0.45131022521294967,False
650,0,0.5685185601117889,False
651,1,0.5357500134321826,True
652,0,0.11374515495642042,False
653,1,0.15743168428187254,False
654,1,0.10972810800673151,False
655,1,0.3958714782035534,False
656,1,0.4881638927590539,False
657,1,0.18729851124584132,False
658,0,0.2136583905901419,False
659,0,0.181913249490653,False
660,0,0.11802414239145231,False
661,1,0.6666911149449901,False
662,0,0.2529554795004154,False
663,0,0.3861467523376394,False
664,1,0.6360197808691825,False
665,1,0.588753628865732,False
666,1,0.09254075952586457,False
667,1,0.24854112869854886,False
668,1,0.3372472939297104,True
669,0,0.5433630361092776,False
670,1,0.2941492475290517,False
671,1,0.1144219544875706,False
672,1,0.2386962524990934,True
673,0,0.019830025344645383,False
674,1,0.3482087575010623,False
675,1,0.3992984099604405,False
676,1,0.26489286096592873,False
677,0,0.4768919184591067,False
678,1,0.13093234748941113,False
679,1,0.3702358356139075,False
680,1,0.19323605400053007,False
681,0,0.185522025134874,False
682,1,0.17542222838985844,False
683,1,0.36810776559971226,False
684,0,0.3035094313269627,False
685,1,0.2832839462024958,False
686,0,0.40356506217155436,False
687,1,0.2400491681024439,False
688,0,0.2458348666346274,False
689,1,0.55108838852732,False
690,1,0.12328043011452211,True
691,1,0.1521129355553741,False
692,1,0.5364367950795209,False
693,1,0.43676467923316636,False
694,0,0.21043158559306677,True
695,0,0.17768481483725296,False
696,1,0.1853410985990859,False
697,1,0.45639649644049946,False
698,0,0.23378672897871794,False
699,0,0.14229384806126608,False
700,1,0.4306210070311896,False
701,1,0.11662809906980227,False
702,0,0.2235495702343372,False
703,0,0.48730015844784513,False
704,0,0.3317653121571396,False
705,1,0.6798164146743195,False
706,0,0.2516193933947072,False
707,1,0.2387166431948093,False
708,0,0.20617953782842877,False
709,0,0.39461325062525826,False
710,1,0.2843289319142035,False
711,1,0.3684974516119727,False
712,1,0.14082950297196037,False
713,1,0.4151718054271485,False
714,1,0.3618707774144651,False
715,1,0.29981009950250237,False
716,1,0.185467670107658,False
717,0,0.5248502072402792,False
718,0,0.4075778930798726,False
719,1,0.3227699538963616,False
720,0,0.09020166976793255,False
721,1,0.30936001520050965,False
722,1,0.3151424066735618,False
723,0,0.18178058170327144,False
724,1,0.19818434827239964,False
725,0,0.4440605882848272,True
726,1,0.26657501181876125,False
727,0,0.13492744429620201,False
728,0,0.25299254786609526,False
729,1,0.10202584889243675,True
730,1,0.2335703065565748,False
731,0,0.7523691317255372,False
732,1,0.2875756600341645,False
733,1,0.3570659270153314,False
734,0,0.2810867279137377,False
735,1,0.11608239729284513,False
736,1,0.2758436209032353,False
737,0,0.2531039231891923,False
738,1,0.5214415763087134,False
739,1,0.1971316904950678,False
740,1,0.46730208783578175,False
741,1,0.1648588595425525,False
742,1,0.34627895256942637,False
743,0,0.10780517158498495,False
744,1,0.36800815608867454,False
745,0,0.16527272514934366,False
746,1,0.06371100022607641,False
747,0,0.14940637594341583,True
748,0,0.34296452542809697,False
749,0,0.2845906657609479,False
750,1,0.07133926611529814,False
751,0,0.33779214289049736,False
752,0,0.262808837457445,True
753,1,0.15506927531211104,False
754,1,0.19417269738993592,False
755,0,0.2949918217709224,False
756,1,0.25652915853777863,False
757,0,0.17830078176976857,False
758,0,0.20128754823451592,False
759,1,0.13222154247154766,False
760,0,0.18305382661385278,False
761,1,0.08093294422457019,False
762,1,0.07395812247236734,False
763,1,0.1592776823022119,False
764,0,0.36086600051857304,False
765,1,0.25400483321392725,False
766,1,0.35692745959170696,True
767,0,0.2704199624821698,True
768,0,0.3281890786179259,False
769,0,0.15902020545987958,False
770,1,0.15400306058488786,False
771,1,0.2442359482433092,False
772,0,0.3515977059044123,False
773,1,0.1386847753705646,False
774,1,0.1960944237871392,False
775,1,0.17798489515544702,False
776,0,0.6757805322497271,False
777,0,0.29433028139675144,False
778,0,0.27685130250150586,False
779,1,0.1772505302004811,False
780,1,0.010142740231782707,False
781,1,0.42263969328830914,False
782,0,0.09857516079896828,False
783,0,0.21100063544866104,True
784,0,0.09510500113221562,False
785,1,0.4418344487207479,False
786,0,0.38043225580509826,False
787,1,0.07165735700428724,False
788,1,0.133912410257092,False
789,0,0.2657703237621655,False
790,0,0.02254082233451465,False
791,0,0.031763267876793705,False
792,1,0.18377837276160747,False
793,1,0.41501465095253476,False
794,0,0.16922420626805504,False
795,0,0.4288057992064722,False
796,1,0.2826259215622199,False
797,0,0.19382531603779915,False
798,0,0.4032644014948738,False
799,0,0.13021399779415596,False
800,0,0.36109911549184065,False
801,0,0.48068280541847735,False
802,1,0.18079315752195227,False
803,1,0.056004153732174336,False
804,1,0.01727845797506429,False
805,1,0.16506929168388568,True
806,1,0.1908807873967115,False
807,0,0.23902401548576335,False
808,0,0.284932302792806,False
809,1,0.23049865866226066,False
810,0,0.1423277884463773,False
811,1,0.10979166606373109,False
812,1,0.08269632706029591,False
813,0,0.3018094783122492,False
814,1,0.39275621232882135,True
815,1,0.11126148141709968,False
816,0,0.3631169997078081,False
817,0,0.18848504619470688,False
818,1,0.3147018495444985,False
819,1,0.45674259491724295,False
820,0,0.2521959677995315,False
821,1,0.0982978483980983,False
822,0,0.0831361790091332,False
823,1,0.25456837982429775,False
824,1,0.12697992781805995,False
825,0,0.43255229555479274,False
826,1,0.17078243106385294,False
827,1,0.27630375255798767,False
828,1,0.29970003305480203,False
829,0,0.5652744416009139,False
830,0,0.16061845663344887,False
831,0,0.27155894034561956,False
832,0,0.30853011055227364,False
833,0,0.21030816901036953,False
834,1,0.17940896316098712,False
835,1,0.1163646897367766,False
836,1,0.362350590065105,False
837,0,0.3774448592466894,False
838,0,0.3357852517809999,False
839,1,0.5314317354389091,False
840,0,0.30537611260297715,False
841,1,0.11925704950247772,False
842,1,0.2263091220514084,True
843,0,0.08936152592995973,False
844,0,0.17405395518246417,False
845,0,0.4760237364592405,False
846,0,0.3459646306333117,False
847,0,0.12016257889307685,False
848,1,0.5938606372233077,False
849,1,0.09910808123057618,False
850,1,0.2690044184459725,False
851,1,0.40394636667376776,False
852,1,0.4140581585013952,True
853,0,0.10621120284209633,True
854,0,0.12810251617481094,False
855,1,0.17139867474093015,False
856,0,0.19027368468111783,False
857,0,0.3977474013732005,False
858,1,0.15659616604868665,True
859,1,0.22260993453254768,False
860,1,0.1304506140270062,False
861,1,0.30755109032147165,False
862,0,0.21308932410131473,False
863,1,0.2206808907355486,False
864,1,0.5068968230114718,False
865,1,0.04926480634282334,False
866,1,0.11744335398952123,False
867,1,0.28743228154119294,False
868,0,0.1546106697848697,False
869,0,0.20731455645789504,False
870,0,0.3162368304459976,False
871,0,0.3799844031179611,False
872,0,0.20240760031660074,False
873,0,0.34537309471005767,False
874,1,0.16326498964467698,False
875,1,0.23746700278748756,False
876,1,0.26078129649527615,False
877,1,0.3019303455556169,False
878,1,0.23504730565078852,False
879,1,0.03832161316719323,False
880,0,0.34609188324026174,False
881,1,0.6261722076878848,False
882,0,0.37416455951368466,False
883,0,0.11043462872936041,False
884,1,0.4455419000040657,False
885,1,0.34987420099576017,False
886,0,0.4097441256882119,False
887,0,0.18458094751793822,False
888,0,0.49405041221551144,False
889,0,0.29017040513108533,False
890,0,0.3405402953237165,False
891,1,0.1299995075662813,False
892,1,0.20795575508462807,False
893,1,0.4983097996909912,False
894,1,0.4858411703801212,False
895,1,0.3195061628053145,False
896,1,0.2658021636489297,False
897,0,0.002364694181062512,False
898,0,0.14511994042291565,True
899,1,0.22340778109994744,False
900,0,0.1691616294134924,False
901,0,0.20029082532769893,False
902,0,0.18347679140465248,False
903,1,0.06367895796386408,False
904,0,0.5291228885437805,False
905,1,0.24272045955797059,False
906,0,0.17480065381939558,False
907,0,0.2238883104353132,False
908,0,0.19255036146708912,False
909,0,0.10081340608907058,False
910,1,0.0928392660115314,False
911,0,0.1006278622758038,False
912,0,0.19303557502993232,False
913,1,0.25224524001516263,False
914,1,0.24390260094330238,False
915,0,0.18193101060330952,False
916,1,0.15741201837962385,True
917,1,0.17679306865319513,False
918,0,0.2007513032720592,False
919,1,0.1616942738716037,False
920,1,0.2043371146500781,False
921,1,0.37690358393357887,False
922,0,0.27269932909063416,False
923,0,0.31885834826278703,False
924,0,0.15931454754071483,False
925,1,0.32069811058717695,False
926,1,0.4310671655368847,False
927,0,0.5790398902459053,False
928,0,0.28535768597037514,True
929,1,0.160062290195546,False
930,1,0.31555317787058723,False
931,1,0.2723669553891564,False
932,0,0.6255837772099101,False
